"","Province","Health Facility","Period","name","percent","num","den","np"
"247","Zambezia","16 de Junho CS I","2025Q1","Positivity < 2 month",0,0,28,"0%
 (0/28)"
"248","Zambezia","16 de Junho CS I","2025Q1","Positivity 2 - 12 month",0,0,0,"0%
 (0/0)"
"249","Zambezia","16 de Junho CS I","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"250","Zambezia","16 de Junho CS I","2025Q2","Positivity < 2 month",0,0,19,"0%
 (0/19)"
"251","Zambezia","16 de Junho CS I","2025Q2","Positivity 2 - 12 month",0,0,0,"0%
 (0/0)"
"252","Zambezia","16 de Junho CS I","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"253","Zambezia","16 de Junho CS I","2025Q3","Positivity < 2 month",0,0,33,"0%
 (0/33)"
"254","Zambezia","16 de Junho CS I","2025Q3","Positivity 2 - 12 month",0,0,0,"0%
 (0/0)"
"255","Zambezia","16 de Junho CS I","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"256","Zambezia","16 de Junho CS I","2025Q4","Positivity < 2 month",0,0,14,"0%
 (0/14)"
"257","Zambezia","16 de Junho CS I","2025Q4","Positivity 2 - 12 month",0,0,1,"0%
 (0/1)"
"258","Zambezia","16 de Junho CS I","2025Q4","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"259","Zambezia","Licuare CS III","2025Q1","Positivity < 2 month",0.0206185567010309,2,97,"2.1%
 (2/97)"
"260","Zambezia","Licuare CS III","2025Q1","Positivity 2 - 12 month",0.25,3,12,"25%
 (3/12)"
"261","Zambezia","Licuare CS III","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"262","Zambezia","Licuare CS III","2025Q2","Positivity < 2 month",0,0,90,"0%
 (0/90)"
"263","Zambezia","Licuare CS III","2025Q2","Positivity 2 - 12 month",0,0,5,"0%
 (0/5)"
"264","Zambezia","Licuare CS III","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"265","Zambezia","Licuare CS III","2025Q3","Positivity < 2 month",0.021505376344086,2,93,"2.2%
 (2/93)"
"266","Zambezia","Licuare CS III","2025Q3","Positivity 2 - 12 month",0,0,4,"0%
 (0/4)"
"267","Zambezia","Licuare CS III","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"268","Zambezia","Licuare CS III","2025Q4","Positivity < 2 month",0.0588235294117647,6,102,"5.9%
 (6/102)"
"269","Zambezia","Licuare CS III","2025Q4","Positivity 2 - 12 month",0.222222222222222,2,9,"22.2%
 (2/9)"
"270","Zambezia","Licuare CS III","2025Q4","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"271","Zambezia","Milange CSURB","2025Q1","Positivity < 2 month",0,0,141,"0%
 (0/141)"
"272","Zambezia","Milange CSURB","2025Q1","Positivity 2 - 12 month",0.3,3,10,"30%
 (3/10)"
"273","Zambezia","Milange CSURB","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"274","Zambezia","Milange CSURB","2025Q2","Positivity < 2 month",0.00746268656716418,1,134,"0.7%
 (1/134)"
"275","Zambezia","Milange CSURB","2025Q2","Positivity 2 - 12 month",0.272727272727273,3,11,"27.3%
 (3/11)"
"276","Zambezia","Milange CSURB","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"277","Zambezia","Milange CSURB","2025Q3","Positivity < 2 month",0.0151515151515152,2,132,"1.5%
 (2/132)"
"278","Zambezia","Milange CSURB","2025Q3","Positivity 2 - 12 month",0.375,3,8,"37.5%
 (3/8)"
"279","Zambezia","Milange CSURB","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"280","Zambezia","Milange CSURB","2025Q4","Positivity < 2 month",0,0,134,"0%
 (0/134)"
"281","Zambezia","Milange CSURB","2025Q4","Positivity 2 - 12 month",0,0,7,"0%
 (0/7)"
"282","Zambezia","Milange CSURB","2025Q4","Positivity 12 - 18 month",1,1,1,"100%
 (1/1)"
"283","Zambezia","Mocuba CSURB","2025Q1","Positivity < 2 month",0.0285714285714286,2,70,"2.9%
 (2/70)"
"284","Zambezia","Mocuba CSURB","2025Q1","Positivity 2 - 12 month",0.75,3,4,"75%
 (3/4)"
"285","Zambezia","Mocuba CSURB","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"286","Zambezia","Mocuba CSURB","2025Q2","Positivity < 2 month",0.0114942528735632,1,87,"1.1%
 (1/87)"
"287","Zambezia","Mocuba CSURB","2025Q2","Positivity 2 - 12 month",0,0,3,"0%
 (0/3)"
"288","Zambezia","Mocuba CSURB","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"289","Zambezia","Mocuba CSURB","2025Q3","Positivity < 2 month",0.0103092783505155,1,97,"1%
 (1/97)"
"290","Zambezia","Mocuba CSURB","2025Q3","Positivity 2 - 12 month",0.142857142857143,1,7,"14.3%
 (1/7)"
"291","Zambezia","Mocuba CSURB","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"292","Zambezia","Mocuba CSURB","2025Q4","Positivity < 2 month",0.0112359550561798,1,89,"1.1%
 (1/89)"
"293","Zambezia","Mocuba CSURB","2025Q4","Positivity 2 - 12 month",0,0,5,"0%
 (0/5)"
"294","Zambezia","Mocuba CSURB","2025Q4","Positivity 12 - 18 month",0,0,1,"0%
 (0/1)"
"295","Zambezia","Mugeba CS III","2025Q1","Positivity < 2 month",0,0,38,"0%
 (0/38)"
"296","Zambezia","Mugeba CS III","2025Q1","Positivity 2 - 12 month",0,0,3,"0%
 (0/3)"
"297","Zambezia","Mugeba CS III","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"298","Zambezia","Mugeba CS III","2025Q2","Positivity < 2 month",0,0,33,"0%
 (0/33)"
"299","Zambezia","Mugeba CS III","2025Q2","Positivity 2 - 12 month",0,0,3,"0%
 (0/3)"
"300","Zambezia","Mugeba CS III","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"301","Zambezia","Mugeba CS III","2025Q3","Positivity < 2 month",0,0,41,"0%
 (0/41)"
"302","Zambezia","Mugeba CS III","2025Q3","Positivity 2 - 12 month",0,0,3,"0%
 (0/3)"
"303","Zambezia","Mugeba CS III","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"304","Zambezia","Mugeba CS III","2025Q4","Positivity < 2 month",0.0303030303030303,1,33,"3%
 (1/33)"
"305","Zambezia","Mugeba CS III","2025Q4","Positivity 2 - 12 month",0,0,0,"0%
 (0/0)"
"306","Zambezia","Mugeba CS III","2025Q4","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"307","Zambezia","Nicoadala CS II","2025Q1","Positivity < 2 month",0,0,159,"0%
 (0/159)"
"308","Zambezia","Nicoadala CS II","2025Q1","Positivity 2 - 12 month",0.133333333333333,2,15,"13.3%
 (2/15)"
"309","Zambezia","Nicoadala CS II","2025Q1","Positivity 12 - 18 month",0.019047619047619,2,105,"1.9%
 (2/105)"
"310","Zambezia","Nicoadala CS II","2025Q2","Positivity < 2 month",0.00649350649350649,1,154,"0.6%
 (1/154)"
"311","Zambezia","Nicoadala CS II","2025Q2","Positivity 2 - 12 month",0.1875,3,16,"18.8%
 (3/16)"
"312","Zambezia","Nicoadala CS II","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"313","Zambezia","Nicoadala CS II","2025Q3","Positivity < 2 month",0,0,177,"0%
 (0/177)"
"314","Zambezia","Nicoadala CS II","2025Q3","Positivity 2 - 12 month",0.2,2,10,"20%
 (2/10)"
"315","Zambezia","Nicoadala CS II","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"316","Zambezia","Nicoadala CS II","2025Q4","Positivity < 2 month",0.0104712041884817,2,191,"1%
 (2/191)"
"317","Zambezia","Nicoadala CS II","2025Q4","Positivity 2 - 12 month",0,0,9,"0%
 (0/9)"
"318","Zambezia","Nicoadala CS II","2025Q4","Positivity 12 - 18 month",0,0,2,"0%
 (0/2)"
"319","Zambezia","Pedreira HC","2025Q1","Positivity < 2 month",0,0,35,"0%
 (0/35)"
"320","Zambezia","Pedreira HC","2025Q1","Positivity 2 - 12 month",0,0,1,"0%
 (0/1)"
"321","Zambezia","Pedreira HC","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"322","Zambezia","Pedreira HC","2025Q2","Positivity < 2 month",0,0,54,"0%
 (0/54)"
"323","Zambezia","Pedreira HC","2025Q2","Positivity 2 - 12 month",0,0,4,"0%
 (0/4)"
"324","Zambezia","Pedreira HC","2025Q2","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"325","Zambezia","Pedreira HC","2025Q3","Positivity < 2 month",0,0,46,"0%
 (0/46)"
"326","Zambezia","Pedreira HC","2025Q3","Positivity 2 - 12 month",0.2,1,5,"20%
 (1/5)"
"327","Zambezia","Pedreira HC","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"328","Zambezia","Pedreira HC","2025Q4","Positivity < 2 month",0.0344827586206897,2,58,"3.4%
 (2/58)"
"329","Zambezia","Pedreira HC","2025Q4","Positivity 2 - 12 month",0,0,0,"0%
 (0/0)"
"330","Zambezia","Pedreira HC","2025Q4","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"331","Zambezia","Samora Machel CS","2025Q1","Positivity < 2 month",0,0,33,"0%
 (0/33)"
"332","Zambezia","Samora Machel CS","2025Q1","Positivity 2 - 12 month",0.333333333333333,1,3,"33.3%
 (1/3)"
"333","Zambezia","Samora Machel CS","2025Q1","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"334","Zambezia","Samora Machel CS","2025Q2","Positivity < 2 month",0,0,34,"0%
 (0/34)"
"335","Zambezia","Samora Machel CS","2025Q2","Positivity 2 - 12 month",0,0,4,"0%
 (0/4)"
"336","Zambezia","Samora Machel CS","2025Q2","Positivity 12 - 18 month",0,0,17,"0%
 (0/17)"
"337","Zambezia","Samora Machel CS","2025Q3","Positivity < 2 month",0,0,42,"0%
 (0/42)"
"338","Zambezia","Samora Machel CS","2025Q3","Positivity 2 - 12 month",0,0,1,"0%
 (0/1)"
"339","Zambezia","Samora Machel CS","2025Q3","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
"340","Zambezia","Samora Machel CS","2025Q4","Positivity < 2 month",0,0,44,"0%
 (0/44)"
"341","Zambezia","Samora Machel CS","2025Q4","Positivity 2 - 12 month",0,0,2,"0%
 (0/2)"
"342","Zambezia","Samora Machel CS","2025Q4","Positivity 12 - 18 month",0,0,0,"0%
 (0/0)"
