"Province","Health Facility","Period","1st ANC visit","Clients elegible for HIV test at 1st ANC","1st ANC clients tested for HIV","Total HIV+ clients at ANC","Known HIV+ at entry","New HIV-positive clients","Initiated on ART","% of pregnant women tested for HIV (Facility)","Positivity at ANC","PMTCT ART Coverage","PMTCT_STAT_POS_ALL","Exposed children","New children exposed to HIV at CCR <2","New children exposed to HIV at CCR 2 - 12","New children exposed to HIV at CCR 12 - 18","1st PCR collected","1st PCR collected (<2 Months)","1st PCR collected (2-12 Months)","1st PCR collected (12-18 Months)","New HIV+ infants","New HIV+ infants < 2 month","New HIV+ infants 2 - 12 month","New HIV+ infants (0-12 Months)","New HIV+ infants (12-18 Months)","New HIV+ infants initiated ART","New HIV+ infants initiated ART < 2 month","New HIV+ infants initiated ART 2 - 12 month","New HIV+ infants initiated ART 12 - 18 month","coverage PMTCT_EID","PCR Coverage","coverage PMTCT_EID <2 months","coverage PMTCT_EID 2-12 months","coverage PMTCT_EID 12-18 months","Positivity","Positivity < 2 month","MFR v2 | Number of children tested HIV positive | PCR < 2 month","MFR v2 | Infants tested for HIV | PCR < 2 month","Positivity 2 - 12 month","MFR v2 | Number of children tested HIV positive | PCR 2 - 12 month","MFR v2 | Infants tested for HIV | PCR 2 - 12 month","Positivity 12 - 18 month","FSS v2 | New HIV positive children (PCR test) | Moz 12 - 18","FSS v2 | 1st PCR performed | Moz 12 - 18","PMTCT_HEI_POS_ART Coverage","PMTCT_HEI_POS_ART Coverage < 2 month","PMTCT_HEI_POS_ART Coverage 2 - 12 month","PMTCT_HEI_POS_ART Coverage 12 - 18 month","New HIV+ women at ANC","New HIV+ women started ART at CRC","Number of women who collected VL test at ANC","Number of women who collected VL test at CRC","Number of women with VL result at ANC","Number of women with VL result at CRC","Number of women with suppressed VL at ANC","Number of women with suppressed VL at CRC","Number of new children enrolled in ART","Number of children being followed up on ART","Number of children who took VL test","Number of children with VL result","Number of children with suppressed VL","Numerador_FSS_ANC","Denominador_MFR_ANC","Linkage at ANC","Numerador_FSS_CCR","Denominador_MFR_CCR","Linkage at CCR","% of women with VL result at ANC","% of women with VL result at CRC","% of women with suppressed VL at ANC","% of women with suppressed VL at CRC","% of children with VL result","% of children with suppressed VL"
"Nampula","Namialo CS","2025Q2",1363,1277,1277,117,86,31,31,1,0.024275646045419,1,33,109,96,13,0,109,96,13,0,4,2,2,4,0,3,1,2,0,3.3030303030303,1,2.90909090909091,0.393939393939394,0,0.036697247706422,0.0208333333333333,2,96,0.153846153846154,2,13,0,0,0,0.75,0.5,1,0,83,2,65,99,71,107,57,99,9,665,37,46,40,83,117,0.709401709401709,2,2,1,1.09230769230769,1.08080808080808,0.802816901408451,0.925233644859813,1.24324324324324,0.869565217391304
"Nampula","Namialo CS","2025Q3",1973,1909,1909,101,64,37,37,1,0.0193818753273965,1,40,113,86,27,0,111,86,25,0,2,1,1,2,0,1,1,0,0,2.775,0.982300884955752,2.15,0.625,0,0.018018018018018,0.0116279069767442,1,86,0.04,1,25,0,0,0,0.5,1,0,0,101,0,75,175,69,144,65,114,8,561,43,50,44,101,101,1,0,3,0,0.92,0.822857142857143,0.942028985507246,0.791666666666667,1.16279069767442,0.88
"Nampula","Namialo CS","2025Q4",1450,1383,1383,86,67,19,19,1,0.0137382501807664,1,26,117,93,20,4,117,93,20,4,7,1,4,5,2,7,1,4,2,4.5,1,3.57692307692308,0.769230769230769,0.153846153846154,0.0598290598290598,0.010752688172043,1,93,0.2,4,20,0.5,2,4,1,1,1,1,86,1,65,174,67,181,40,155,15,570,51,39,37,86,86,1,1,7,0.142857142857143,1.03076923076923,1.04022988505747,0.597014925373134,0.856353591160221,0.764705882352941,0.948717948717949
"Nampula","Namicopo PS","2025Q1",830,784,784,56,46,10,10,1,0.0127551020408163,1,11,61,59,2,0,61,59,2,0,1,0,1,1,0,1,0,1,0,5.54545454545455,1,5.36363636363636,0.181818181818182,0,0.0163934426229508,0,0,59,0.5,1,2,0,0,0,1,0,1,0,57,0,9,110,45,106,44,102,6,610,28,36,32,57,56,1.01785714285714,0,1,0,5,0.963636363636364,0.977777777777778,0.962264150943396,1.28571428571429,0.888888888888889
"Nampula","Namicopo PS","2025Q4",712,684,684,42,28,14,14,1,0.0204678362573099,1,25,12,2,8,2,14,2,10,2,0,0,0,0,0,0,0,0,0,0.56,1.16666666666667,0.08,0.4,0.08,0,0,0,2,0,0,10,0,0,2,0,0,0,0,42,6,0,0,4,0,3,0,42,19,4,4,3,42,42,1,6,11,0.545454545454545,0,0,0.75,0,1,0.75
"Zambezia","16 de Junho CS I","2025Q1",248,233,233,17,15,2,2,1,0.00858369098712446,1,2,29,27,2,0,28,28,0,0,0,0,0,0,0,0,0,0,0,14,0.96551724137931,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17,0,23,79,23,85,21,82,1,195,42,7,47,17,17,1,0,0,0,1,1.07594936708861,0.91304347826087,0.964705882352941,0.166666666666667,6.71428571428571
"Zambezia","16 de Junho CS I","2025Q2",273,247,247,35,26,9,10,1,0.0364372469635627,1.11111111111111,9,29,14,15,0,19,19,0,0,0,0,0,0,0,0,0,0,0,2.11111111111111,0.655172413793103,2.11111111111111,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,37,0,32,61,15,45,15,45,2,187,8,5,5,37,36,1.02777777777778,0,0,0,0.46875,0.737704918032787,1,1,0.625,1
"Zambezia","16 de Junho CS I","2025Q3",275,257,257,27,18,9,9,1,0.0350194552529183,1,10,34,34,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,3.3,0.970588235294118,3.3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,29,1,21,87,22,56,21,56,4,193,23,8,7,29,27,1.07407407407407,1,1,1,1.04761904761905,0.64367816091954,0.954545454545455,1,0.347826086956522,0.875
"Zambezia","16 de Junho CS I","2025Q4",275,250,250,32,25,7,7,1,0.028,1,7,23,14,9,0,15,14,1,0,0,0,0,0,0,0,0,0,0,2.14285714285714,0.652173913043478,2,0.142857142857143,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,32,0,36,65,17,56,15,53,2,198,16,21,18,32,32,1,0,0,0,0.472222222222222,0.861538461538462,0.882352941176471,0.946428571428571,1.3125,0.857142857142857
"Zambezia","Licuare CS III","2025Q1",652,554,554,112,98,14,14,1,0.0252707581227437,1,15,111,99,12,0,109,97,12,0,5,2,3,5,0,5,2,3,0,7.26666666666667,0.981981981981982,6.46666666666667,0.8,0,0.0458715596330275,0.0206185567010309,2,97,0.25,3,12,0,0,0,1,1,1,0,112,0,74,201,107,149,99,141,22,630,47,38,34,112,112,1,0,1,0,1.44594594594595,0.741293532338308,0.925233644859813,0.946308724832215,0.808510638297872,0.894736842105263
"Zambezia","Licuare CS III","2025Q2",648,559,559,108,89,19,19,1,0.0339892665474061,1,19,79,74,5,0,95,90,5,0,0,0,0,0,0,0,0,0,0,5,1.20253164556962,4.73684210526316,0.263157894736842,0,0,0,0,90,0,0,5,0,0,0,0,0,0,0,98,0,69,95,53,141,49,131,1,638,23,27,24,98,108,0.907407407407407,0,0,0,0.768115942028985,1.48421052631579,0.924528301886792,0.929078014184397,1.17391304347826,0.888888888888889
"Zambezia","Licuare CS III","2025Q3",753,655,655,114,98,16,16,1,0.0244274809160305,1,19,97,93,4,0,97,93,4,0,2,2,0,2,0,1,1,0,0,5.10526315789474,1,4.89473684210526,0.210526315789474,0,0.0206185567010309,0.021505376344086,2,93,0,0,4,0,0,0,0.5,0.5,0,0,117,3,104,186,105,128,98,121,13,640,39,30,25,117,114,1.02631578947368,3,3,1,1.00961538461538,0.688172043010753,0.933333333333333,0.9453125,0.769230769230769,0.833333333333333
"Zambezia","Licuare CS III","2025Q4",644,554,554,106,90,16,16,1,0.0288808664259928,1,18,111,102,9,0,111,102,9,0,8,6,2,8,0,8,6,2,0,6.16666666666667,1,5.66666666666667,0.5,0,0.0720720720720721,0.0588235294117647,6,102,0.222222222222222,2,9,0,0,0,1,1,1,0,107,1,71,133,63,140,59,137,13,633,34,36,36,107,106,1.00943396226415,1,1,1,0.887323943661972,1.05263157894737,0.936507936507937,0.978571428571429,1.05882352941176,1
"Zambezia","Milange CSURB","2025Q1",1637,1530,1530,131,107,24,25,1,0.0156862745098039,1.04166666666667,33,151,141,10,0,151,141,10,0,3,0,3,3,0,3,0,3,0,4.57575757575758,1,4.27272727272727,0.303030303030303,0,0.0198675496688742,0,0,141,0.3,3,10,0,0,0,1,0,1,0,131,9,115,196,121,181,112,169,12,455,22,38,38,131,132,0.992424242424242,9,3,3,1.05217391304348,0.923469387755102,0.925619834710744,0.933701657458563,1.72727272727273,1
"Zambezia","Milange CSURB","2025Q2",2093,1989,1989,126,104,22,22,1,0.0110608345902464,1,28,118,109,9,0,145,134,11,0,4,1,3,4,0,4,1,3,0,5.17857142857143,1.22881355932203,4.78571428571429,0.392857142857143,0,0.0275862068965517,0.00746268656716418,1,134,0.272727272727273,3,11,0,0,0,1,1,1,0,118,5,105,145,108,130,102,122,9,463,12,17,17,118,126,0.936507936507937,5,6,0.833333333333333,1.02857142857143,0.896551724137931,0.944444444444444,0.938461538461538,1.41666666666667,1
"Zambezia","Milange CSURB","2025Q3",1747,1652,1652,128,95,33,33,1,0.0199757869249395,1,41,141,132,8,1,140,132,8,0,5,2,3,5,0,5,2,3,0,3.41463414634146,0.99290780141844,3.21951219512195,0.195121951219512,0,0.0357142857142857,0.0151515151515152,2,132,0.375,3,8,0,0,0,1,1,1,0,129,2,114,158,144,141,135,132,10,467,39,45,45,129,128,1.0078125,2,5,0.4,1.26315789473684,0.892405063291139,0.9375,0.936170212765957,1.15384615384615,1
"Zambezia","Milange CSURB","2025Q4",1174,1077,1077,113,97,16,17,1,0.0148560817084494,1.0625,26,146,134,11,1,142,134,7,1,1,0,0,0,1,1,0,0,1,5.46153846153846,0.972602739726027,5.15384615384615,0.269230769230769,0.0384615384615385,0.00704225352112676,0,0,134,0,0,7,1,1,1,1,0,0,1,113,9,112,164,126,143,117,136,8,764,20,25,24,113,114,0.991228070175439,9,10,0.9,1.125,0.871951219512195,0.928571428571429,0.951048951048951,1.25,0.96
"Zambezia","Mocuba CSURB","2025Q1",503,418,418,102,85,17,17,1,0.0406698564593301,1,18,79,70,9,0,74,70,4,0,5,2,3,5,0,4,1,3,0,4.11111111111111,0.936708860759494,3.88888888888889,0.222222222222222,0,0.0675675675675676,0.0285714285714286,2,70,0.75,3,4,0,0,0,0.8,0.5,1,0,104,0,111,171,109,164,103,155,7,423,18,19,20,104,102,1.01960784313725,0,0,0,0.981981981981982,0.95906432748538,0.944954128440367,0.945121951219512,1.05555555555556,1.05263157894737
"Zambezia","Mocuba CSURB","2025Q2",567,482,482,98,85,13,13,1,0.0269709543568465,1,13,94,78,16,0,90,87,3,0,1,1,0,1,0,0,0,0,0,6.92307692307692,0.957446808510638,6.69230769230769,0.230769230769231,0,0.0111111111111111,0.0114942528735632,1,87,0,0,3,0,0,0,0,0,0,0,100,0,114,124,105,108,93,100,5,422,23,17,16,100,98,1.02040816326531,0,0,0,0.921052631578947,0.870967741935484,0.885714285714286,0.925925925925926,0.739130434782609,0.941176470588235
"Zambezia","Mocuba CSURB","2025Q3",627,551,551,92,76,16,17,1,0.029038112522686,1.0625,17,106,97,9,0,104,97,7,0,2,1,1,2,0,3,2,1,0,6.11764705882353,0.981132075471698,5.70588235294118,0.411764705882353,0,0.0192307692307692,0.0103092783505155,1,97,0.142857142857143,1,7,0,0,0,1.5,2,1,0,97,0,110,156,104,124,100,120,7,364,33,37,33,97,93,1.04301075268817,0,1,0,0.945454545454545,0.794871794871795,0.961538461538462,0.967741935483871,1.12121212121212,0.891891891891892
"Zambezia","Mocuba CSURB","2025Q4",594,514,514,93,80,13,14,1,0.0252918287937743,1.07692307692308,13,95,88,6,1,95,89,5,1,1,1,0,1,0,1,1,0,0,7.30769230769231,1,6.84615384615385,0.384615384615385,0.0769230769230769,0.0105263157894737,0.0112359550561798,1,89,0,0,5,0,0,1,1,1,0,0,96,0,109,138,100,124,98,123,7,358,28,34,27,96,94,1.02127659574468,0,0,0,0.917431192660551,0.898550724637681,0.98,0.991935483870968,1.21428571428571,0.794117647058823
"Zambezia","Mugeba CS III","2025Q1",940,894,894,56,46,10,10,1,0.0111856823266219,1,10,41,38,3,0,41,38,3,0,0,0,0,0,0,0,0,0,0,4.1,1,3.8,0.3,0,0,0,0,38,0,0,3,0,0,0,0,0,0,0,56,0,56,59,34,34,32,28,2,221,18,12,10,56,56,1,0,0,0,0.607142857142857,0.576271186440678,0.941176470588235,0.823529411764706,0.666666666666667,0.833333333333333
"Zambezia","Mugeba CS III","2025Q2",934,903,903,41,31,10,10,1,0.0110741971207087,1,10,33,30,3,0,36,33,3,0,0,0,0,0,0,0,0,0,0,3.6,1.09090909090909,3.3,0.3,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,40,0,40,52,31,5,20,5,2,261,13,11,9,40,41,0.975609756097561,0,0,0,0.775,0.0961538461538462,0.645161290322581,1,0.846153846153846,0.818181818181818
"Zambezia","Mugeba CS III","2025Q3",1020,983,983,44,37,7,7,1,0.00712105798575788,1,8,48,41,7,0,44,41,3,0,0,0,0,0,0,0,0,0,0,5.5,0.916666666666667,5.125,0.375,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,45,0,57,103,19,50,17,44,0,264,13,13,8,45,44,1.02272727272727,0,1,0,0.333333333333333,0.485436893203884,0.894736842105263,0.88,1,0.615384615384615
"Zambezia","Mugeba CS III","2025Q4",1056,1017,1017,45,39,6,6,1,0.00589970501474926,1,6,36,33,3,0,33,33,0,0,1,1,0,1,0,1,1,0,0,5.5,0.916666666666667,5.5,0,0,0.0303030303030303,0.0303030303030303,1,33,0,0,0,0,0,0,1,1,0,0,45,0,49,51,24,41,22,35,2,211,10,10,8,45,45,1,0,0,0,0.489795918367347,0.803921568627451,0.916666666666667,0.853658536585366,1,0.8
"Zambezia","Nicoadala CS II","2025Q1",1129,946,946,217,183,34,35,1,0.0359408033826638,1.02941176470588,35,174,159,15,0,279,159,15,105,4,0,2,2,2,2,0,2,0,7.97142857142857,1.60344827586207,4.54285714285714,0.428571428571429,3,0.014336917562724,0,0,159,0.133333333333333,2,15,0.019047619047619,2,105,0.5,0,1,0,217,1,188,217,154,232,146,226,11,1055,120,66,57,217,217,1,1,1,1,0.819148936170213,1.06912442396313,0.948051948051948,0.974137931034483,0.55,0.863636363636364
"Zambezia","Nicoadala CS II","2025Q2",1123,966,966,190,157,33,33,1,0.0341614906832298,1,39,152,140,12,0,170,154,16,0,4,1,3,4,0,4,1,3,0,4.35897435897436,1.11842105263158,3.94871794871795,0.41025641025641,0,0.0235294117647059,0.00649350649350649,1,154,0.1875,3,16,0,0,0,1,1,1,0,171,0,211,266,221,214,213,209,7,1028,71,99,92,171,190,0.9,0,6,0,1.04739336492891,0.804511278195489,0.963800904977376,0.976635514018692,1.3943661971831,0.929292929292929
"Zambezia","Nicoadala CS II","2025Q3",1525,1339,1339,219,186,33,33,1,0.0246452576549664,1,36,187,177,10,0,187,177,10,0,2,0,2,2,0,2,0,2,0,5.19444444444444,1,4.91666666666667,0.277777777777778,0,0.0106951871657754,0,0,177,0.2,2,10,0,0,0,1,0,1,0,231,3,221,285,201,252,192,243,22,1009,74,80,74,231,219,1.05479452054795,3,3,1,0.909502262443439,0.884210526315789,0.955223880597015,0.964285714285714,1.08108108108108,0.925
"Zambezia","Nicoadala CS II","2025Q4",1102,945,945,184,157,27,29,1,0.0285714285714286,1.07407407407407,30,202,191,9,2,202,191,9,2,2,2,0,2,0,2,2,0,0,6.73333333333333,1,6.36666666666667,0.3,0.0666666666666667,0.0099009900990099,0.0104712041884817,2,191,0,0,9,0,0,2,1,1,0,0,186,3,176,213,169,274,158,263,13,1005,71,47,43,186,186,1,3,3,1,0.960227272727273,1.28638497652582,0.93491124260355,0.95985401459854,0.661971830985915,0.914893617021277
"Zambezia","Pedreira HC","2025Q1",552,510,510,59,42,17,18,1,0.0333333333333333,1.05882352941176,18,36,35,1,0,36,35,1,0,0,0,0,0,0,0,0,0,0,2,1,1.94444444444444,0.0555555555555556,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,60,1,38,97,28,72,17,65,7,353,59,36,34,60,60,1,1,1,1,0.736842105263158,0.742268041237113,0.607142857142857,0.902777777777778,0.610169491525424,0.944444444444444
"Zambezia","Pedreira HC","2025Q2",652,608,608,58,44,14,14,1,0.0230263157894737,1,15,54,51,3,0,58,54,4,0,0,0,0,0,0,0,0,0,0,3.86666666666667,1.07407407407407,3.6,0.266666666666667,0,0,0,0,54,0,0,4,0,0,0,0,0,0,0,59,1,39,64,22,35,19,26,5,388,25,51,48,59,58,1.01724137931034,1,1,1,0.564102564102564,0.546875,0.863636363636364,0.742857142857143,2.04,0.941176470588235
"Zambezia","Pedreira HC","2025Q3",526,476,476,60,50,10,11,1,0.0210084033613445,1.1,12,51,46,5,0,51,46,5,0,1,0,1,1,0,1,0,1,0,4.25,1,3.83333333333333,0.416666666666667,0,0.0196078431372549,0,0,46,0.2,1,5,0,0,0,1,0,1,0,63,2,61,102,42,81,38,58,5,392,24,21,21,63,61,1.0327868852459,2,2,1,0.688524590163934,0.794117647058823,0.904761904761905,0.716049382716049,0.875,1
"Zambezia","Pedreira HC","2025Q4",589,528,528,70,61,9,9,1,0.0170454545454545,1,10,58,58,0,0,58,58,0,0,2,2,0,2,0,2,2,0,0,5.8,1,5.8,0,0,0.0344827586206897,0.0344827586206897,2,58,0,0,0,0,0,0,1,1,0,0,70,1,73,88,25,40,20,30,4,394,30,23,22,70,70,1,1,1,1,0.342465753424658,0.454545454545455,0.8,0.75,0.766666666666667,0.956521739130435
"Zambezia","Samora Machel CS","2025Q1",538,502,502,42,36,6,6,1,0.0119521912350598,1,6,41,34,7,0,36,33,3,0,1,0,1,1,0,1,0,1,0,6,0.878048780487805,5.5,0.5,0,0.0277777777777778,0,0,33,0.333333333333333,1,3,0,0,0,1,0,1,0,43,3,50,68,38,58,31,55,2,175,12,11,10,43,42,1.02380952380952,3,0,0,0.76,0.852941176470588,0.815789473684211,0.948275862068966,0.916666666666667,0.909090909090909
"Zambezia","Samora Machel CS","2025Q2",721,686,686,43,35,8,8,1,0.0116618075801749,1,8,55,34,4,17,55,34,4,17,0,0,0,0,0,0,0,0,0,6.875,1,4.25,0.5,2.125,0,0,0,34,0,0,4,0,0,17,0,0,0,0,43,1,45,65,23,22,20,20,1,170,8,14,11,43,43,1,1,0,0,0.511111111111111,0.338461538461538,0.869565217391304,0.909090909090909,1.75,0.785714285714286
"Zambezia","Samora Machel CS","2025Q3",724,689,689,42,35,7,7,1,0.0101596516690856,1,8,44,42,2,0,43,42,1,0,0,0,0,0,0,0,0,0,0,5.375,0.977272727272727,5.25,0.125,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,42,1,44,77,18,35,16,30,5,173,11,6,5,42,42,1,1,1,1,0.409090909090909,0.454545454545455,0.888888888888889,0.857142857142857,0.545454545454545,0.833333333333333
"Zambezia","Samora Machel CS","2025Q4",750,715,715,40,35,5,5,1,0.00699300699300699,1,5,46,43,3,0,46,44,2,0,0,0,0,0,0,0,0,0,0,9.2,1,8.8,0.4,0,0,0,0,44,0,0,2,0,0,0,0,0,0,0,40,2,63,60,31,49,30,45,8,179,13,8,7,40,40,1,2,2,1,0.492063492063492,0.816666666666667,0.967741935483871,0.918367346938776,0.615384615384615,0.875
